# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
tRNA		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	95686	95768	+				tRNA-Leu			B4U62_00515	83		anticodon=TAG
gene	tRNA	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	95809	95883	+							B4U62_00520	75		
tRNA		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	95809	95883	+				tRNA-Gly			B4U62_00520	75		anticodon=GCC
gene	tRNA	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	95898	95983	+							B4U62_00525	86		
tRNA		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	95898	95983	+				tRNA-Leu			B4U62_00525	86		anticodon=TAA
gene	tRNA	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	95993	96069	+							B4U62_00530	77		
tRNA		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	95993	96069	+				tRNA-Arg			B4U62_00530	77		anticodon=ACG
gene	tRNA	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	96097	96173	+							B4U62_00535	77		
tRNA		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	96097	96173	+				tRNA-Pro			B4U62_00535	77		anticodon=TGG
gene	tRNA	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	96183	96258	+							B4U62_00540	76		
tRNA		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	96183	96258	+				tRNA-Ala			B4U62_00540	76		anticodon=TGC
gene	rRNA	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	96429	97983	+							B4U62_00545	1555		
rRNA		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	96429	97983	+				16S ribosomal RNA			B4U62_00545	1555		
gene	rRNA	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	98146	101078	+							B4U62_00550	2933		
rRNA		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	98146	101078	+				23S ribosomal RNA			B4U62_00550	2933		
gene	rRNA	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	101130	101245	+					rrf		B4U62_00555	116		
rRNA		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	101130	101245	+				5S ribosomal RNA	rrf		B4U62_00555	116		
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	101486	101950	+							B4U62_00560	465		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	101486	101950	+	AQZ88996.1			transcriptional regulator CtsR			B4U62_00560	465	154	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	101964	102521	+							B4U62_00565	558		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	101964	102521	+	AQZ88997.1			protein-arginine kinase activator protein			B4U62_00565	558	185	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	102521	103612	+							B4U62_00570	1092		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	102521	103612	+	AQZ88998.1			protein arginine kinase			B4U62_00570	1092	363	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	103609	106041	+							B4U62_00575	2433		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	103609	106041	+	AQZ88999.1			ATP-dependent Clp protease ATP-binding subunit ClpC			B4U62_00575	2433	810	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	106133	107509	+							B4U62_00580	1377		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	106133	107509	+	AQZ89000.1			DNA repair protein RadA			B4U62_00580	1377	458	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	107513	108595	+							B4U62_00585	1083		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	107513	108595	+	AQZ89001.1			DNA integrity scanning protein DisA			B4U62_00585	1083	360	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	108711	109811	+							B4U62_00590	1101		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	108711	109811	+	AQZ89002.1			PIN/TRAM domain-containing protein			B4U62_00590	1101	366	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	109826	110524	+							B4U62_00595	699		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	109826	110524	+	AQZ89003.1			2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase			B4U62_00595	699	232	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	110517	110993	+							B4U62_00600	477		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	110517	110993	+	AQZ89004.1			2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase			B4U62_00600	477	158	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	111084	112535	+							B4U62_00605	1452		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	111084	112535	+	AQZ89005.1			glutamate--tRNA ligase			B4U62_00605	1452	483	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	112662	112847	+							B4U62_00610	186		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	112662	112847	+	AQZ89006.1			hypothetical protein			B4U62_00610	186	61	
gene	pseudogene	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	112837	113489	+							B4U62_00615	653		pseudo
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	112837	113489	+				serine O-acetyltransferase			B4U62_00615	653		pseudo
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	113486	114886	+							B4U62_00620	1401		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	113486	114886	+	AQZ89007.1			cysteine--tRNA ligase			B4U62_00620	1401	466	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	114890	115321	+							B4U62_00625	432		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	114890	115321	+	AQZ89008.1			Mini-ribonuclease 3			B4U62_00625	432	143	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	115305	116054	+							B4U62_00630	750		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	115305	116054	+	AQZ89009.1			23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB			B4U62_00630	750	249	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	116061	116573	+							B4U62_00635	513		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	116061	116573	+	AQZ89010.1			hypothetical protein			B4U62_00635	513	170	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	116636	117292	+							B4U62_00640	657		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	116636	117292	+	AQZ89011.1			RNA polymerase factor sigma-70			B4U62_00640	657	218	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	117385	117534	+							B4U62_00645	150		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	117385	117534	+	AQZ89012.1			50S ribosomal protein L33			B4U62_00645	150	49	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	117568	117747	+							B4U62_00650	180		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	117568	117747	+	AQZ89013.1			protein translocase subunit SecE			B4U62_00650	180	59	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	117926	118459	+							B4U62_00655	534		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	117926	118459	+	AQZ89014.1			transcription termination/antitermination protein NusG			B4U62_00655	534	177	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	118627	119052	+							B4U62_00660	426		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	118627	119052	+	AQZ89015.1			50S ribosomal protein L11			B4U62_00660	426	141	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	119147	119845	+							B4U62_00665	699		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	119147	119845	+	AQZ89016.1			50S ribosomal protein L1			B4U62_00665	699	232	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	120097	120597	+							B4U62_00670	501		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	120097	120597	+	AQZ89017.1			50S ribosomal protein L10			B4U62_00670	501	166	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	120643	121014	+							B4U62_00675	372		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	120643	121014	+	AQZ89018.1			50S ribosomal protein L7/L12			B4U62_00675	372	123	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	121104	121709	+							B4U62_00680	606		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	121104	121709	+	AQZ89019.1			16S rRNA methyltransferase			B4U62_00680	606	201	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	121955	125536	+							B4U62_00685	3582		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	121955	125536	+	AQZ89020.1			DNA-directed RNA polymerase subunit beta			B4U62_00685	3582	1193	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	125598	129197	+							B4U62_00690	3600		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	125598	129197	+	AQZ89021.1			DNA-directed RNA polymerase subunit beta'			B4U62_00690	3600	1199	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	129376	129624	+							B4U62_00695	249		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	129376	129624	+	AQZ89022.1			ribosome-associated protein L7Ae-like protein			B4U62_00695	249	82	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	129738	130154	+							B4U62_00700	417		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	129738	130154	+	AQZ89023.1			30S ribosomal protein S12			B4U62_00700	417	138	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	130196	130666	+							B4U62_00705	471		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	130196	130666	+	AQZ89024.1			30S ribosomal protein S7			B4U62_00705	471	156	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	130720	132798	+							B4U62_00710	2079		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	130720	132798	+	AQZ89025.1			elongation factor G			B4U62_00710	2079	692	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	132918	134108	+							B4U62_00715	1191		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	132918	134108	+	AQZ89026.1			elongation factor Tu			B4U62_00715	1191	396	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	134207	135163	+							B4U62_00720	957		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	134207	135163	+	AQZ89027.1			aminopeptidase			B4U62_00720	957	318	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	135400	135708	+							B4U62_00725	309		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	135400	135708	+	AQZ89028.1			30S ribosomal protein S10			B4U62_00725	309	102	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	135748	136377	+							B4U62_00730	630		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	135748	136377	+	AQZ89029.1			50S ribosomal protein L3			B4U62_00730	630	209	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	136405	137028	+							B4U62_00735	624		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	136405	137028	+	AQZ89030.1			50S ribosomal protein L4			B4U62_00735	624	207	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	137028	137315	+							B4U62_00740	288		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	137028	137315	+	AQZ89031.1			50S ribosomal protein L23			B4U62_00740	288	95	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	137347	138180	+							B4U62_00745	834		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	137347	138180	+	AQZ89032.1			50S ribosomal protein L2			B4U62_00745	834	277	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	138238	138516	+							B4U62_00750	279		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	138238	138516	+	AQZ89033.1			30S ribosomal protein S19			B4U62_00750	279	92	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	138533	138874	+							B4U62_00755	342		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	138533	138874	+	AQZ89034.1			50S ribosomal protein L22			B4U62_00755	342	113	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	138878	139534	+							B4U62_00760	657		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	138878	139534	+	AQZ89035.1			30S ribosomal protein S3			B4U62_00760	657	218	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	139536	139970	+							B4U62_00765	435		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	139536	139970	+	AQZ89036.1			50S ribosomal protein L16			B4U62_00765	435	144	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	139960	140160	+							B4U62_00770	201		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	139960	140160	+	AQZ89037.1			50S ribosomal protein L29			B4U62_00770	201	66	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	140183	140446	+							B4U62_00775	264		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	140183	140446	+	AQZ89038.1			30S ribosomal protein S17			B4U62_00775	264	87	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	140487	140855	+							B4U62_00780	369		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	140487	140855	+	AQZ89039.1			50S ribosomal protein L14			B4U62_00780	369	122	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	140893	141204	+							B4U62_00785	312		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	140893	141204	+	AQZ89040.1			50S ribosomal protein L24			B4U62_00785	312	103	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	141231	141770	+							B4U62_00790	540		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	141231	141770	+	AQZ89041.1			50S ribosomal protein L5			B4U62_00790	540	179	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	141793	141978	+					rpsN		B4U62_00795	186		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	141793	141978	+	AQZ89042.1			30S ribosomal protein S14	rpsN		B4U62_00795	186	61	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	142010	142408	+							B4U62_00800	399		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	142010	142408	+	AQZ89043.1			30S ribosomal protein S8			B4U62_00800	399	132	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	142438	142977	+							B4U62_00805	540		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	142438	142977	+	AQZ89044.1			50S ribosomal protein L6			B4U62_00805	540	179	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	143010	143372	+							B4U62_00810	363		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	143010	143372	+	AQZ89045.1			50S ribosomal protein L18			B4U62_00810	363	120	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	143397	143897	+							B4U62_00815	501		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	143397	143897	+	AQZ92990.1			30S ribosomal protein S5			B4U62_00815	501	166	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	143911	144090	+							B4U62_00820	180		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	143911	144090	+	AQZ89046.1			50S ribosomal protein L30			B4U62_00820	180	59	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	144121	144561	+							B4U62_00825	441		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	144121	144561	+	AQZ89047.1			50S ribosomal protein L15			B4U62_00825	441	146	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	144563	145858	+							B4U62_00830	1296		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	144563	145858	+	AQZ89048.1			protein translocase subunit SecY			B4U62_00830	1296	431	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	145913	146566	+							B4U62_00835	654		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	145913	146566	+	AQZ89049.1			adenylate kinase			B4U62_00835	654	217	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	146563	147309	+							B4U62_00840	747		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	146563	147309	+	AQZ89050.1			methionine aminopeptidase			B4U62_00840	747	248	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	147348	147572	+							B4U62_00845	225		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	147348	147572	+	AQZ89051.1			ribosome-binding protein ybzG			B4U62_00845	225	74	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	147621	147839	+							B4U62_00850	219		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	147621	147839	+	AQZ89052.1			translation initiation factor IF-1			B4U62_00850	219	72	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	147873	147986	+							B4U62_00855	114		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	147873	147986	+	AQZ89053.1			50S ribosomal protein L36			B4U62_00855	114	37	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	148009	148374	+							B4U62_00860	366		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	148009	148374	+	AQZ89054.1			30S ribosomal protein S13			B4U62_00860	366	121	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	148395	148790	+							B4U62_00865	396		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	148395	148790	+	AQZ89055.1			30S ribosomal protein S11			B4U62_00865	396	131	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	148967	149911	+							B4U62_00870	945		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	148967	149911	+	AQZ89056.1			DNA-directed RNA polymerase subunit alpha			B4U62_00870	945	314	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	149989	150351	+							B4U62_00875	363		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	149989	150351	+	AQZ89057.1			50S ribosomal protein L17			B4U62_00875	363	120	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	150479	151324	+							B4U62_00880	846		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	150479	151324	+	AQZ89058.1			energy-coupling factor transporter ATPase			B4U62_00880	846	281	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	151300	152169	+							B4U62_00885	870		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	151300	152169	+	AQZ89059.1			energy-coupling factor transporter ATPase			B4U62_00885	870	289	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	152166	152963	+							B4U62_00890	798		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	152166	152963	+	AQZ89060.1			energy-coupling factor transporter protein EcfT			B4U62_00890	798	265	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	152973	153716	+							B4U62_00895	744		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	152973	153716	+	AQZ89061.1			tRNA pseudouridine(38-40) synthase TruA			B4U62_00895	744	247	
